,src_ip,src_port,dest_ip,dest_port,proto,start_time,flow_alerted
0,192.168.100.6,138,192.168.100.255,138,udp,1529283982,False
1,192.168.100.3,60864,172.217.25.138,443,tcp,1529283952,False
2,192.168.100.7,138,192.168.100.255,138,udp,1529284103,False
3,192.168.100.149,,192.168.100.6,,arp,1529283912,True
4,192.168.100.150,36682,192.168.100.3,22,tcp,1529284203,True
5,192.168.100.150,36684,192.168.100.3,22,tcp,1529284204,True
6,192.168.100.150,36686,192.168.100.3,22,tcp,1529284204,True
7,192.168.100.150,36688,192.168.100.3,22,tcp,1529284204,True
8,192.168.100.150,36690,192.168.100.3,22,tcp,1529284204,True
9,192.168.100.150,36692,192.168.100.3,22,tcp,1529284204,True
10,192.168.100.150,36694,192.168.100.3,22,tcp,1529284204,True
11,192.168.100.150,36696,192.168.100.3,22,tcp,1529284204,True
12,192.168.100.150,36698,192.168.100.3,22,tcp,1529284204,True
13,192.168.100.150,36700,192.168.100.3,22,tcp,1529284204,True
14,192.168.100.150,36702,192.168.100.3,22,tcp,1529284204,True
15,192.168.100.150,36704,192.168.100.3,22,tcp,1529284204,True
16,192.168.100.150,36706,192.168.100.3,22,tcp,1529284204,True
17,192.168.100.150,36708,192.168.100.3,22,tcp,1529284204,True
18,192.168.100.150,36710,192.168.100.3,22,tcp,1529284204,True
19,192.168.100.150,36712,192.168.100.3,22,tcp,1529284204,True
20,192.168.100.150,36714,192.168.100.3,22,tcp,1529284204,True
21,192.168.100.150,36716,192.168.100.3,22,tcp,1529284204,True
22,192.168.100.150,36718,192.168.100.3,22,tcp,1529284204,True
23,192.168.100.150,36720,192.168.100.3,22,tcp,1529284204,True
24,192.168.100.150,36722,192.168.100.3,22,tcp,1529284206,True
25,192.168.100.150,36726,192.168.100.3,22,tcp,1529284206,True
26,192.168.100.150,36724,192.168.100.3,22,tcp,1529284206,True
27,192.168.100.150,36728,192.168.100.3,22,tcp,1529284206,True
28,192.168.100.150,36730,192.168.100.3,22,tcp,1529284206,True
29,192.168.100.150,36732,192.168.100.3,22,tcp,1529284206,True
30,192.168.100.150,36734,192.168.100.3,22,tcp,1529284206,True
31,192.168.100.150,36736,192.168.100.3,22,tcp,1529284206,True
32,192.168.100.150,36738,192.168.100.3,22,tcp,1529284206,True
33,192.168.100.150,36740,192.168.100.3,22,tcp,1529284206,True
34,192.168.100.150,36742,192.168.100.3,22,tcp,1529284206,True
35,192.168.100.150,36744,192.168.100.3,22,tcp,1529284206,True
36,192.168.100.150,36746,192.168.100.3,22,tcp,1529284206,True
37,192.168.100.150,36748,192.168.100.3,22,tcp,1529284206,True
38,192.168.100.150,36750,192.168.100.3,22,tcp,1529284206,True
39,192.168.100.150,36752,192.168.100.3,22,tcp,1529284206,True
40,192.168.100.150,36754,192.168.100.3,22,tcp,1529284206,True
41,192.168.100.150,36756,192.168.100.3,22,tcp,1529284207,True
42,192.168.100.150,36758,192.168.100.3,22,tcp,1529284207,True
43,192.168.100.150,36760,192.168.100.3,22,tcp,1529284207,True
44,192.168.100.150,36764,192.168.100.3,22,tcp,1529284207,True
45,192.168.100.150,36766,192.168.100.3,22,tcp,1529284207,True
46,192.168.100.150,36768,192.168.100.3,22,tcp,1529284207,True
47,192.168.100.150,36770,192.168.100.3,22,tcp,1529284207,True
48,192.168.100.6,,192.168.100.149,,arp,1529283934,True
49,192.168.100.150,36774,192.168.100.3,22,tcp,1529284211,True
50,192.168.100.150,36776,192.168.100.3,22,tcp,1529284211,True
51,192.168.100.150,36780,192.168.100.3,22,tcp,1529284211,True
52,192.168.100.150,36778,192.168.100.3,22,tcp,1529284211,True
53,192.168.100.150,36782,192.168.100.3,22,tcp,1529284211,True
54,192.168.100.150,36786,192.168.100.3,22,tcp,1529284211,True
55,192.168.100.150,36784,192.168.100.3,22,tcp,1529284211,True
56,192.168.100.150,36788,192.168.100.3,22,tcp,1529284211,True
57,192.168.100.150,36790,192.168.100.3,22,tcp,1529284211,True
58,192.168.100.150,36792,192.168.100.3,22,tcp,1529284211,True
59,192.168.100.150,36794,192.168.100.3,22,tcp,1529284211,True
60,192.168.100.150,36796,192.168.100.3,22,tcp,1529284211,True
61,192.168.100.150,36798,192.168.100.3,22,tcp,1529284211,True
62,192.168.100.150,36800,192.168.100.3,22,tcp,1529284211,True
63,192.168.100.150,36802,192.168.100.3,22,tcp,1529284211,True
64,192.168.100.150,36804,192.168.100.3,22,tcp,1529284211,True
65,192.168.100.150,36806,192.168.100.3,22,tcp,1529284211,True
66,192.168.100.150,36808,192.168.100.3,22,tcp,1529284211,True
67,192.168.100.150,36810,192.168.100.3,22,tcp,1529284211,True
68,192.168.100.149,40279,192.168.100.6,135,tcp,1529284212,True
69,192.168.100.150,36772,192.168.100.3,22,tcp,1529284207,True
70,192.168.100.150,36812,192.168.100.3,22,tcp,1529284213,True
71,192.168.100.150,36762,192.168.100.3,22,tcp,1529284207,True
72,192.168.100.150,36814,192.168.100.3,22,tcp,1529284213,True
73,192.168.100.150,36816,192.168.100.3,22,tcp,1529284213,True
74,192.168.100.150,36818,192.168.100.3,22,tcp,1529284213,True
75,192.168.100.150,36820,192.168.100.3,22,tcp,1529284213,True
76,192.168.100.150,36822,192.168.100.3,22,tcp,1529284213,True
77,192.168.100.150,36824,192.168.100.3,22,tcp,1529284213,True
78,192.168.100.150,36826,192.168.100.3,22,tcp,1529284213,True
79,192.168.100.150,36828,192.168.100.3,22,tcp,1529284213,True
80,192.168.100.150,36830,192.168.100.3,22,tcp,1529284213,True
81,192.168.100.150,36832,192.168.100.3,22,tcp,1529284213,True
82,192.168.100.150,36834,192.168.100.3,22,tcp,1529284213,True
83,192.168.100.150,36836,192.168.100.3,22,tcp,1529284213,True
84,192.168.100.150,36838,192.168.100.3,22,tcp,1529284213,True
85,192.168.100.150,36840,192.168.100.3,22,tcp,1529284213,True
86,192.168.100.150,36842,192.168.100.3,22,tcp,1529284213,True
87,fe80::c0c0:aa20:45b9:bdd9,5353,ff02::fb,5353,udp,1529284213,False
88,192.168.100.4,5353,224.0.0.251,5353,udp,1529284213,False
89,192.168.100.150,36844,192.168.100.3,22,tcp,1529284213,True
90,192.168.100.150,36846,192.168.100.3,22,tcp,1529284215,True
91,192.168.100.150,36848,192.168.100.3,22,tcp,1529284215,True
92,192.168.100.150,36850,192.168.100.3,22,tcp,1529284215,True
93,192.168.100.150,36852,192.168.100.3,22,tcp,1529284215,True
94,192.168.100.150,36854,192.168.100.3,22,tcp,1529284215,True
95,192.168.100.150,36856,192.168.100.3,22,tcp,1529284215,True
96,192.168.100.150,36860,192.168.100.3,22,tcp,1529284215,True
97,192.168.100.150,36858,192.168.100.3,22,tcp,1529284215,True
98,192.168.100.150,36864,192.168.100.3,22,tcp,1529284215,True
99,192.168.100.150,36862,192.168.100.3,22,tcp,1529284215,True
100,192.168.100.150,36866,192.168.100.3,22,tcp,1529284215,True
101,192.168.100.150,36868,192.168.100.3,22,tcp,1529284215,True
102,192.168.100.150,36870,192.168.100.3,22,tcp,1529284215,True
103,192.168.100.150,36872,192.168.100.3,22,tcp,1529284215,True
104,192.168.100.150,36874,192.168.100.3,22,tcp,1529284215,True
105,192.168.100.150,36876,192.168.100.3,22,tcp,1529284215,True
106,192.168.100.150,36878,192.168.100.3,22,tcp,1529284215,True
107,192.168.100.150,36880,192.168.100.3,22,tcp,1529284215,True
108,192.168.100.150,36882,192.168.100.3,22,tcp,1529284215,True
109,192.168.100.150,36884,192.168.100.3,22,tcp,1529284215,True
110,192.168.100.150,36886,192.168.100.3,22,tcp,1529284215,True
